Dataset,StratificationType,Fold_Seed,Fold,Model,Init_Seed,Epoch,Test_Accuracy
Cora,ClassBasedStratification,7,2,MixHop,109,1000,0.8856088560885609
Cora,ClassBasedStratification,7,3,MLP,100,1000,0.7472324723247232
Cora,ClassBasedStratification,7,3,MLP,101,1000,0.7435424354243543
Cora,ClassBasedStratification,7,3,MLP,102,1000,0.7472324723247232
Cora,ClassBasedStratification,7,3,MLP,103,1000,0.7343173431734318
Cora,ClassBasedStratification,7,3,MLP,104,1000,0.7435424354243543
Cora,ClassBasedStratification,7,3,MLP,105,1000,0.7472324723247232
Cora,ClassBasedStratification,7,3,MLP,106,1000,0.7306273062730627
Cora,ClassBasedStratification,7,3,MLP,107,1000,0.7324723247232472
Cora,ClassBasedStratification,7,3,MLP,108,1000,0.7435424354243543
Cora,ClassBasedStratification,7,3,MLP,109,1000,0.7472324723247232
Cora,ClassBasedStratification,7,3,GCN,100,1000,0.8966789667896679
Cora,ClassBasedStratification,7,3,GCN,101,1000,0.8966789667896679
Cora,ClassBasedStratification,7,3,GCN,102,1000,0.9022140221402214
Cora,ClassBasedStratification,7,3,GCN,103,1000,0.8985239852398524
Cora,ClassBasedStratification,7,3,GCN,104,1000,0.8966789667896679
Cora,ClassBasedStratification,7,3,GCN,105,1000,0.904059040590406
Cora,ClassBasedStratification,7,3,GCN,106,1000,0.9059040590405903
Cora,ClassBasedStratification,7,3,GCN,107,1000,0.8985239852398524
Cora,ClassBasedStratification,7,3,GCN,108,1000,0.9003690036900369
Cora,ClassBasedStratification,7,3,GCN,109,1000,0.8966789667896679
Cora,ClassBasedStratification,7,3,GAT,100,1000,0.9022140221402214
Cora,ClassBasedStratification,7,3,GAT,101,1000,0.8985239852398524
Cora,ClassBasedStratification,7,3,GAT,102,1000,0.9095940959409594
Cora,ClassBasedStratification,7,3,GAT,103,1000,0.9059040590405903
Cora,ClassBasedStratification,7,3,GAT,104,1000,0.9077490774907748
Cora,ClassBasedStratification,7,3,GAT,105,1000,0.9003690036900369
Cora,ClassBasedStratification,7,3,GAT,106,1000,0.9022140221402214
Cora,ClassBasedStratification,7,3,GAT,107,1000,0.8948339483394834
Cora,ClassBasedStratification,7,3,GAT,108,1000,0.911439114391144
Cora,ClassBasedStratification,7,3,GAT,109,1000,0.9077490774907748
Cora,ClassBasedStratification,7,3,SAGE,100,1000,0.9003690036900369
Cora,ClassBasedStratification,7,3,SAGE,101,1000,0.8966789667896679
Cora,ClassBasedStratification,7,3,SAGE,102,1000,0.9077490774907748
Cora,ClassBasedStratification,7,3,SAGE,103,1000,0.904059040590406
Cora,ClassBasedStratification,7,3,SAGE,104,1000,0.9022140221402214
Cora,ClassBasedStratification,7,3,SAGE,105,1000,0.9095940959409594
Cora,ClassBasedStratification,7,3,SAGE,106,1000,0.8966789667896679
Cora,ClassBasedStratification,7,3,SAGE,107,1000,0.911439114391144
Cora,ClassBasedStratification,7,3,SAGE,108,1000,0.9003690036900369
Cora,ClassBasedStratification,7,3,SAGE,109,1000,0.911439114391144
Cora,ClassBasedStratification,7,3,MixHop,100,1000,0.9003690036900369
Cora,ClassBasedStratification,7,3,MixHop,101,1000,0.904059040590406
Cora,ClassBasedStratification,7,3,MixHop,102,1000,0.904059040590406
Cora,ClassBasedStratification,7,3,MixHop,103,1000,0.9059040590405903
Cora,ClassBasedStratification,7,3,MixHop,104,1000,0.9022140221402214
Cora,ClassBasedStratification,7,3,MixHop,105,1000,0.9022140221402214
Cora,ClassBasedStratification,7,3,MixHop,106,1000,0.9003690036900369
Cora,ClassBasedStratification,7,3,MixHop,107,1000,0.9003690036900369
Cora,ClassBasedStratification,7,3,MixHop,108,1000,0.9003690036900369
Cora,ClassBasedStratification,7,3,MixHop,109,1000,0.8966789667896679
Cora,ClassBasedStratification,7,4,MLP,100,1000,0.7541589648798521
Cora,ClassBasedStratification,7,4,MLP,101,1000,0.7541589648798521
Cora,ClassBasedStratification,7,4,MLP,102,1000,0.7634011090573013
Cora,ClassBasedStratification,7,4,MLP,103,1000,0.7541589648798521
Cora,ClassBasedStratification,7,4,MLP,104,1000,0.767097966728281
Cora,ClassBasedStratification,7,4,MLP,105,1000,0.7578558225508318
Cora,ClassBasedStratification,7,4,MLP,106,1000,0.744916820702403
Cora,ClassBasedStratification,7,4,MLP,107,1000,0.7726432532347505
Cora,ClassBasedStratification,7,4,MLP,108,1000,0.7652495378927912
Cora,ClassBasedStratification,7,4,MLP,109,1000,0.7615526802218114
Cora,ClassBasedStratification,7,4,GCN,100,1000,0.88909426987061
Cora,ClassBasedStratification,7,4,GCN,101,1000,0.8817005545286506
Cora,ClassBasedStratification,7,4,GCN,102,1000,0.8798521256931608
Cora,ClassBasedStratification,7,4,GCN,103,1000,0.8853974121996303
Cora,ClassBasedStratification,7,4,GCN,104,1000,0.8853974121996303
Cora,ClassBasedStratification,7,4,GCN,105,1000,0.878003696857671
Cora,ClassBasedStratification,7,4,GCN,106,1000,0.8853974121996303
Cora,ClassBasedStratification,7,4,GCN,107,1000,0.878003696857671
Cora,ClassBasedStratification,7,4,GCN,108,1000,0.8872458410351202
Cora,ClassBasedStratification,7,4,GCN,109,1000,0.8743068391866913
Cora,ClassBasedStratification,7,4,GAT,100,1000,0.88909426987061
Cora,ClassBasedStratification,7,4,GAT,101,1000,0.8964879852125693
Cora,ClassBasedStratification,7,4,GAT,102,1000,0.8872458410351202
Cora,ClassBasedStratification,7,4,GAT,103,1000,0.88909426987061
Cora,ClassBasedStratification,7,4,GAT,104,1000,0.8909426987060998
Cora,ClassBasedStratification,7,4,GAT,105,1000,0.8946395563770795
Cora,ClassBasedStratification,7,4,GAT,106,1000,0.8798521256931608
Cora,ClassBasedStratification,7,4,GAT,107,1000,0.8835489833641405
Cora,ClassBasedStratification,7,4,GAT,108,1000,0.8927911275415896
Cora,ClassBasedStratification,7,4,GAT,109,1000,0.8964879852125693
Cora,ClassBasedStratification,7,4,SAGE,100,1000,0.9001848428835489
Cora,ClassBasedStratification,7,4,SAGE,101,1000,0.9020332717190388
Cora,ClassBasedStratification,7,4,SAGE,102,1000,0.9020332717190388
Cora,ClassBasedStratification,7,4,SAGE,103,1000,0.8983364140480592
Cora,ClassBasedStratification,7,4,SAGE,104,1000,0.9001848428835489
Cora,ClassBasedStratification,7,4,SAGE,105,1000,0.9038817005545288
Cora,ClassBasedStratification,7,4,SAGE,106,1000,0.9020332717190388
Cora,ClassBasedStratification,7,4,SAGE,107,1000,0.9001848428835489
Cora,ClassBasedStratification,7,4,SAGE,108,1000,0.9001848428835489
Cora,ClassBasedStratification,7,4,SAGE,109,1000,0.9038817005545288
Cora,ClassBasedStratification,7,4,MixHop,100,1000,0.9020332717190388
Cora,ClassBasedStratification,7,4,MixHop,101,1000,0.8964879852125693
Cora,ClassBasedStratification,7,4,MixHop,102,1000,0.8909426987060998
Cora,ClassBasedStratification,7,4,MixHop,103,1000,0.9001848428835489
Cora,ClassBasedStratification,7,4,MixHop,104,1000,0.88909426987061
Cora,ClassBasedStratification,7,4,MixHop,105,1000,0.8927911275415896
Cora,ClassBasedStratification,7,4,MixHop,106,1000,0.8946395563770795
Cora,ClassBasedStratification,7,4,MixHop,107,1000,0.8946395563770795
Cora,ClassBasedStratification,7,4,MixHop,108,1000,0.8983364140480592
Cora,ClassBasedStratification,7,4,MixHop,109,1000,0.8983364140480592
Cora,ClassBasedStratification,7,5,MLP,100,1000,0.7301293900184843
Cora,ClassBasedStratification,7,5,MLP,101,1000,0.7467652495378928
Cora,ClassBasedStratification,7,5,MLP,102,1000,0.7523105360443623
Cora,ClassBasedStratification,7,5,MLP,103,1000,0.7467652495378928
Cora,ClassBasedStratification,7,5,MLP,104,1000,0.7523105360443623
Cora,ClassBasedStratification,7,5,MLP,105,1000,0.7430683918669131
Cora,ClassBasedStratification,7,5,MLP,106,1000,0.7504621072088724
Cora,ClassBasedStratification,7,5,MLP,107,1000,0.7504621072088724
Cora,ClassBasedStratification,7,5,MLP,108,1000,0.7412199630314233
Cora,ClassBasedStratification,7,5,MLP,109,1000,0.7486136783733827
Cora,ClassBasedStratification,7,5,GCN,100,1000,0.8632162661737524
Cora,ClassBasedStratification,7,5,GCN,101,1000,0.8650646950092421
Cora,ClassBasedStratification,7,5,GCN,102,1000,0.8632162661737524
Cora,ClassBasedStratification,7,5,GCN,103,1000,0.866913123844732
Cora,ClassBasedStratification,7,5,GCN,104,1000,0.8632162661737524
Cora,ClassBasedStratification,7,5,GCN,105,1000,0.8724584103512015
Cora,ClassBasedStratification,7,5,GCN,106,1000,0.8576709796672828
Cora,ClassBasedStratification,7,5,GCN,107,1000,0.866913123844732
Cora,ClassBasedStratification,7,5,GCN,108,1000,0.8613678373382625
Cora,ClassBasedStratification,7,5,GCN,109,1000,0.8706099815157117
Cora,ClassBasedStratification,7,5,GAT,100,1000,0.866913123844732
Cora,ClassBasedStratification,7,5,GAT,101,1000,0.8798521256931608
Cora,ClassBasedStratification,7,5,GAT,102,1000,0.8613678373382625
Cora,ClassBasedStratification,7,5,GAT,103,1000,0.8650646950092421
Cora,ClassBasedStratification,7,5,GAT,104,1000,0.866913123844732
Cora,ClassBasedStratification,7,5,GAT,105,1000,0.8706099815157117
Cora,ClassBasedStratification,7,5,GAT,106,1000,0.8613678373382625
Cora,ClassBasedStratification,7,5,GAT,107,1000,0.8724584103512015
Cora,ClassBasedStratification,7,5,GAT,108,1000,0.8706099815157117
Cora,ClassBasedStratification,7,5,GAT,109,1000,0.8539741219963032
Cora,ClassBasedStratification,7,5,SAGE,100,1000,0.8650646950092421
Cora,ClassBasedStratification,7,5,SAGE,101,1000,0.8687615526802218
Cora,ClassBasedStratification,7,5,SAGE,102,1000,0.8576709796672828
Cora,ClassBasedStratification,7,5,SAGE,103,1000,0.8724584103512015
Cora,ClassBasedStratification,7,5,SAGE,104,1000,0.878003696857671
Cora,ClassBasedStratification,7,5,SAGE,105,1000,0.8687615526802218
Cora,ClassBasedStratification,7,5,SAGE,106,1000,0.8706099815157117
Cora,ClassBasedStratification,7,5,SAGE,107,1000,0.878003696857671
Cora,ClassBasedStratification,7,5,SAGE,108,1000,0.8743068391866913
Cora,ClassBasedStratification,7,5,SAGE,109,1000,0.8632162661737524
Cora,ClassBasedStratification,7,5,MixHop,100,1000,0.8724584103512015
Cora,ClassBasedStratification,7,5,MixHop,101,1000,0.8558225508317929
Cora,ClassBasedStratification,7,5,MixHop,102,1000,0.8706099815157117
Cora,ClassBasedStratification,7,5,MixHop,103,1000,0.8539741219963032
Cora,ClassBasedStratification,7,5,MixHop,104,1000,0.8595194085027726
Cora,ClassBasedStratification,7,5,MixHop,105,1000,0.8613678373382625
Cora,ClassBasedStratification,7,5,MixHop,106,1000,0.8687615526802218
Cora,ClassBasedStratification,7,5,MixHop,107,1000,0.8632162661737524
Cora,ClassBasedStratification,7,5,MixHop,108,1000,0.8687615526802218
Cora,ClassBasedStratification,7,5,MixHop,109,1000,0.866913123844732
Cora,ClassBasedStratification,8,1,MLP,100,1000,0.7564575645756457
Cora,ClassBasedStratification,8,1,MLP,101,1000,0.7472324723247232
Cora,ClassBasedStratification,8,1,MLP,102,1000,0.7490774907749077
Cora,ClassBasedStratification,8,1,MLP,103,1000,0.7564575645756457
Cora,ClassBasedStratification,8,1,MLP,104,1000,0.7619926199261993
Cora,ClassBasedStratification,8,1,MLP,105,1000,0.7564575645756457
Cora,ClassBasedStratification,8,1,MLP,106,1000,0.7453874538745388
Cora,ClassBasedStratification,8,1,MLP,107,1000,0.7564575645756457
Cora,ClassBasedStratification,8,1,MLP,108,1000,0.7398523985239852
Cora,ClassBasedStratification,8,1,MLP,109,1000,0.7583025830258303
Cora,ClassBasedStratification,8,1,GCN,100,1000,0.8948339483394834
Cora,ClassBasedStratification,8,1,GCN,101,1000,0.8911439114391144
Cora,ClassBasedStratification,8,1,GCN,102,1000,0.9003690036900369
Cora,ClassBasedStratification,8,1,GCN,103,1000,0.8911439114391144
Cora,ClassBasedStratification,8,1,GCN,104,1000,0.8911439114391144
Cora,ClassBasedStratification,8,1,GCN,105,1000,0.8892988929889298
Cora,ClassBasedStratification,8,1,GCN,106,1000,0.8837638376383764
Cora,ClassBasedStratification,8,1,GCN,107,1000,0.8948339483394834
Cora,ClassBasedStratification,8,1,GCN,108,1000,0.8892988929889298
Cora,ClassBasedStratification,8,1,GCN,109,1000,0.8966789667896679
Cora,ClassBasedStratification,8,1,GAT,100,1000,0.8985239852398524
Cora,ClassBasedStratification,8,1,GAT,101,1000,0.8966789667896679
Cora,ClassBasedStratification,8,1,GAT,102,1000,0.8966789667896679
Cora,ClassBasedStratification,8,1,GAT,103,1000,0.904059040590406
Cora,ClassBasedStratification,8,1,GAT,104,1000,0.8985239852398524
Cora,ClassBasedStratification,8,1,GAT,105,1000,0.8966789667896679
Cora,ClassBasedStratification,8,1,GAT,106,1000,0.8874538745387454
Cora,ClassBasedStratification,8,1,GAT,107,1000,0.904059040590406
Cora,ClassBasedStratification,8,1,GAT,108,1000,0.904059040590406
Cora,ClassBasedStratification,8,1,GAT,109,1000,0.8966789667896679
Cora,ClassBasedStratification,8,1,SAGE,100,1000,0.8929889298892989
Cora,ClassBasedStratification,8,1,SAGE,101,1000,0.8929889298892989
Cora,ClassBasedStratification,8,1,SAGE,102,1000,0.9022140221402214
Cora,ClassBasedStratification,8,1,SAGE,103,1000,0.9022140221402214
Cora,ClassBasedStratification,8,1,SAGE,104,1000,0.9003690036900369
Cora,ClassBasedStratification,8,1,SAGE,105,1000,0.9003690036900369
Cora,ClassBasedStratification,8,1,SAGE,106,1000,0.8966789667896679
Cora,ClassBasedStratification,8,1,SAGE,107,1000,0.904059040590406
Cora,ClassBasedStratification,8,1,SAGE,108,1000,0.8948339483394834
Cora,ClassBasedStratification,8,1,SAGE,109,1000,0.904059040590406
Cora,ClassBasedStratification,8,1,MixHop,100,1000,0.904059040590406
Cora,ClassBasedStratification,8,1,MixHop,101,1000,0.9022140221402214
Cora,ClassBasedStratification,8,1,MixHop,102,1000,0.9003690036900369
Cora,ClassBasedStratification,8,1,MixHop,103,1000,0.8985239852398524
Cora,ClassBasedStratification,8,1,MixHop,104,1000,0.9022140221402214
Cora,ClassBasedStratification,8,1,MixHop,105,1000,0.8985239852398524
Cora,ClassBasedStratification,8,1,MixHop,106,1000,0.8966789667896679
Cora,ClassBasedStratification,8,1,MixHop,107,1000,0.9095940959409594
Cora,ClassBasedStratification,8,1,MixHop,108,1000,0.8985239852398524
Cora,ClassBasedStratification,8,1,MixHop,109,1000,0.8966789667896679
Cora,ClassBasedStratification,8,2,MLP,100,1000,0.7361623616236163
Cora,ClassBasedStratification,8,2,MLP,101,1000,0.7527675276752768
Cora,ClassBasedStratification,8,2,MLP,102,1000,0.7343173431734318
Cora,ClassBasedStratification,8,2,MLP,103,1000,0.7435424354243543
Cora,ClassBasedStratification,8,2,MLP,104,1000,0.7435424354243543
Cora,ClassBasedStratification,8,2,MLP,105,1000,0.7306273062730627
Cora,ClassBasedStratification,8,2,MLP,106,1000,0.7453874538745388
Cora,ClassBasedStratification,8,2,MLP,107,1000,0.7195571955719557
Cora,ClassBasedStratification,8,2,MLP,108,1000,0.7269372693726938
Cora,ClassBasedStratification,8,2,MLP,109,1000,0.7398523985239852
Cora,ClassBasedStratification,8,2,GCN,100,1000,0.8597785977859779
Cora,ClassBasedStratification,8,2,GCN,101,1000,0.8616236162361623
Cora,ClassBasedStratification,8,2,GCN,102,1000,0.8616236162361623
Cora,ClassBasedStratification,8,2,GCN,103,1000,0.8653136531365314
Cora,ClassBasedStratification,8,2,GCN,104,1000,0.8616236162361623
Cora,ClassBasedStratification,8,2,GCN,105,1000,0.8634686346863468
Cora,ClassBasedStratification,8,2,GCN,106,1000,0.8653136531365314
Cora,ClassBasedStratification,8,2,GCN,107,1000,0.8671586715867159
Cora,ClassBasedStratification,8,2,GCN,108,1000,0.8653136531365314
Cora,ClassBasedStratification,8,2,GCN,109,1000,0.8616236162361623
Cora,ClassBasedStratification,8,2,GAT,100,1000,0.8708487084870848
Cora,ClassBasedStratification,8,2,GAT,101,1000,0.8653136531365314
Cora,ClassBasedStratification,8,2,GAT,102,1000,0.8745387453874539
Cora,ClassBasedStratification,8,2,GAT,103,1000,0.8597785977859779
Cora,ClassBasedStratification,8,2,GAT,104,1000,0.8745387453874539
Cora,ClassBasedStratification,8,2,GAT,105,1000,0.8708487084870848
Cora,ClassBasedStratification,8,2,GAT,106,1000,0.8708487084870848
Cora,ClassBasedStratification,8,2,GAT,107,1000,0.8708487084870848
Cora,ClassBasedStratification,8,2,GAT,108,1000,0.8690036900369004
Cora,ClassBasedStratification,8,2,GAT,109,1000,0.8708487084870848
Cora,ClassBasedStratification,8,2,SAGE,100,1000,0.8763837638376384
Cora,ClassBasedStratification,8,2,SAGE,101,1000,0.8782287822878229
Cora,ClassBasedStratification,8,2,SAGE,102,1000,0.8745387453874539
Cora,ClassBasedStratification,8,2,SAGE,103,1000,0.8690036900369004
Cora,ClassBasedStratification,8,2,SAGE,104,1000,0.8726937269372693
Cora,ClassBasedStratification,8,2,SAGE,105,1000,0.8653136531365314
Cora,ClassBasedStratification,8,2,SAGE,106,1000,0.8745387453874539
Cora,ClassBasedStratification,8,2,SAGE,107,1000,0.8726937269372693
Cora,ClassBasedStratification,8,2,SAGE,108,1000,0.8726937269372693
Cora,ClassBasedStratification,8,2,SAGE,109,1000,0.8671586715867159
Cora,ClassBasedStratification,8,2,MixHop,100,1000,0.8690036900369004
Cora,ClassBasedStratification,8,2,MixHop,101,1000,0.8800738007380073
Cora,ClassBasedStratification,8,2,MixHop,102,1000,0.8800738007380073
Cora,ClassBasedStratification,8,2,MixHop,103,1000,0.8763837638376384
Cora,ClassBasedStratification,8,2,MixHop,104,1000,0.8616236162361623
Cora,ClassBasedStratification,8,2,MixHop,105,1000,0.8671586715867159
Cora,ClassBasedStratification,8,2,MixHop,106,1000,0.8708487084870848
Cora,ClassBasedStratification,8,2,MixHop,107,1000,0.8671586715867159
Cora,ClassBasedStratification,8,2,MixHop,108,1000,0.8671586715867159
Cora,ClassBasedStratification,8,2,MixHop,109,1000,0.8800738007380073
Cora,ClassBasedStratification,8,3,MLP,100,1000,0.7084870848708487
Cora,ClassBasedStratification,8,3,MLP,101,1000,0.7066420664206642
Cora,ClassBasedStratification,8,3,MLP,102,1000,0.7232472324723247
Cora,ClassBasedStratification,8,3,MLP,103,1000,0.7287822878228782
Cora,ClassBasedStratification,8,3,MLP,104,1000,0.6992619926199262
Cora,ClassBasedStratification,8,3,MLP,105,1000,0.7324723247232472
Cora,ClassBasedStratification,8,3,MLP,106,1000,0.7269372693726938
Cora,ClassBasedStratification,8,3,MLP,107,1000,0.7214022140221402
Cora,ClassBasedStratification,8,3,MLP,108,1000,0.7250922509225092
Cora,ClassBasedStratification,8,3,MLP,109,1000,0.7195571955719557
Cora,ClassBasedStratification,8,3,GCN,100,1000,0.8874538745387454
Cora,ClassBasedStratification,8,3,GCN,101,1000,0.8892988929889298
Cora,ClassBasedStratification,8,3,GCN,102,1000,0.8929889298892989
Cora,ClassBasedStratification,8,3,GCN,103,1000,0.8837638376383764
Cora,ClassBasedStratification,8,3,GCN,104,1000,0.8800738007380073
Cora,ClassBasedStratification,8,3,GCN,105,1000,0.8892988929889298
Cora,ClassBasedStratification,8,3,GCN,106,1000,0.8892988929889298
Cora,ClassBasedStratification,8,3,GCN,107,1000,0.8837638376383764
Cora,ClassBasedStratification,8,3,GCN,108,1000,0.8911439114391144
Cora,ClassBasedStratification,8,3,GCN,109,1000,0.8800738007380073
Cora,ClassBasedStratification,8,3,GAT,100,1000,0.9022140221402214
Cora,ClassBasedStratification,8,3,GAT,101,1000,0.8985239852398524
Cora,ClassBasedStratification,8,3,GAT,102,1000,0.8948339483394834
Cora,ClassBasedStratification,8,3,GAT,103,1000,0.8948339483394834
Cora,ClassBasedStratification,8,3,GAT,104,1000,0.9022140221402214
Cora,ClassBasedStratification,8,3,GAT,105,1000,0.8985239852398524
Cora,ClassBasedStratification,8,3,GAT,106,1000,0.8892988929889298
Cora,ClassBasedStratification,8,3,GAT,107,1000,0.9003690036900369
Cora,ClassBasedStratification,8,3,GAT,108,1000,0.9003690036900369
Cora,ClassBasedStratification,8,3,GAT,109,1000,0.9003690036900369
Cora,ClassBasedStratification,8,3,SAGE,100,1000,0.8985239852398524
Cora,ClassBasedStratification,8,3,SAGE,101,1000,0.8911439114391144
Cora,ClassBasedStratification,8,3,SAGE,102,1000,0.8874538745387454
Cora,ClassBasedStratification,8,3,SAGE,103,1000,0.8874538745387454
Cora,ClassBasedStratification,8,3,SAGE,104,1000,0.8948339483394834
Cora,ClassBasedStratification,8,3,SAGE,105,1000,0.8985239852398524
Cora,ClassBasedStratification,8,3,SAGE,106,1000,0.8966789667896679
Cora,ClassBasedStratification,8,3,SAGE,107,1000,0.8856088560885609
Cora,ClassBasedStratification,8,3,SAGE,108,1000,0.9003690036900369
Cora,ClassBasedStratification,8,3,SAGE,109,1000,0.8948339483394834
Cora,ClassBasedStratification,8,3,MixHop,100,1000,0.8929889298892989
